"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"ZXPLIDSX","webpage","","","PII: 0270-0255(86)90088-6 | Elsevier Enhanced Reader","","","","","https://reader.elsevier.com/reader/sd/pii/0270025586900886?token=DFF34D1D2C8BA0D892043D6512FC85CEE855FBE6FE8DE4C9763641DA723B8FF3E6D7E4480A3115CB6F618486E365ECBF","","","2019-11-18 09:34:43","2019-11-18 09:34:43","2019-11-18 09:34:43","","","","","","","PII","","","","","","","en","","","","","","","DOI: 10.1016/0270-0255(86)90088-6","","C:\Users\aba80\Zotero\storage\HJSLQ4C3\PII 0270-0255(86)90088-6  Elsevier Enhanced Read.pdf; C:\Users\aba80\Zotero\storage\C643XVBK\0270025586900886.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N2HZ5VIP","journalArticle","2014","Snoep, Jaapjan D; Morabia, Alfredo; Hernández-Díaz, Sonia; Hernán, Miguel A; Vandenbroucke, Jan P","Commentary: A structural approach to Berkson’s fallacy and a guide to a history of opinions about it","International Journal of Epidemiology","","1464-3685, 0300-5771","10.1093/ije/dyu026","https://academic.oup.com/ije/article-lookup/doi/10.1093/ije/dyu026","","2014-04","2019-11-17 09:38:12","2019-11-17 09:38:12","2019-11-17 09:38:12","515-521","","2","43","","","Commentary","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\aba80\Zotero\storage\C3KTZFE4\Snoep et al. - 2014 - Commentary A structural approach to Berkson’s fal.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CKWGKTJE","journalArticle","2004","Hernán, Miguel A.; Hernández-Díaz, Sonia; Robins, James M.","A Structural Approach to Selection Bias","Epidemiology","","1044-3983","10.1097/01.ede.0000135174.63482.43","https://journals.lww.com/epidem/pages/articleviewer.aspx?year=2004&issue=09000&article=00020&type=Fulltext","The term “selection bias” encompasses various biases in epidemiology. We describe examples of selection bias in case-control studies (eg, inappropriate selection of controls) and cohort studies (eg, informative censoring). We argue that the causal structure underlying the bias in each example is essentially the same: conditioning on a common effect of 2 variables, one of which is either exposure or a cause of exposure and the other is either the outcome or a cause of the outcome. This structure is shared by other biases (eg, adjustment for variables affected by prior exposure). A structural classification of bias distinguishes between biases resulting from conditioning on common effects (“selection bias”) and those resulting from the existence of common causes of exposure and outcome (“confounding”). This classification also leads to a unified approach to adjust for selection bias.","2004-09","2019-11-17 09:37:36","2020-04-18 06:44:28","2019-11-17 09:37:36","615","","5","15","","","","","","","","","","en-US","","","","","journals.lww.com","","tex.ids: hernan_structural_2004-1","","C:\Users\aba80\Zotero\storage\N3XADIES\articleviewer.html; C:\Users\aba80\Zotero\storage\TEUKG5RK\articleviewer.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y4PDLBXJ","journalArticle","2000","Robins, James M.; Hernán, Miguel Ángel; Brumback, Babette","Marginal structural models and causal inference in epidemiology","Epidemiology","","","","","In observational studies with exposures or treatments that vary over time, standard approaches for adjustment of confounding are biased when there exist time-dependent confounders that are also affected by previous treatment. This paper introduces marginal structural models, a new class of causal models that allow for improved adjustment of confounding in those situations. The parameters of a marginal structural model can be consistently estimated using a new class of estimators, the inverse-probability-of-treatment weighted estimators. (Epidemiology 2000;11:550–560)","2000","2019-11-17 07:56:11","2020-04-18 08:14:16","","550–560","","","11","","","","","","","","","","","","","","","CiteSeer","","tex.ids: robins_marginal_2000-1","","C:\Users\aba80\Zotero\storage\ZA5F68RL\Robins et al. - 2000 - Marginal Structural Models and Causal Inference in.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4JEUVND3","blogPost","2016","Sarkar, Saswati; electrical, othersSaswati Sarkar is a professor in the; socio-politics, systems engineering department of the University of Pennsylvania She authors articles on; America, history of India Her articles on topics other than those related to her professional expertise are expressed in personal capacity Shanmukh is an engineering academic in North; Analysis, Focussing on Time Frequency; Analysis, Medical Image; history, computer vision His hobby interests include modern Indian; Sanskrit; theory, demographics Dikgaj is an academic mathematician with research interests in game; Science, Computer; Humanities, Quantitative Applications in; Subcontinent, Blogs on History of; Religion, Politics of; imperialism; Affairs, Current","How Rashbehari and Subhas repeatedly outsmarted the British","PGurus","","","","https://www.pgurus.com/rashbehari-subhas-repeatedly-outsmarted-british/","Tales of how Rashbehari and Subhas managed to escape from right under the nose of the British","2016-09-27","2019-11-17 01:46:31","2019-11-17 01:46:31","2019-11-17 01:46:31","","","","","","","","","","","","","","en-US","","","","","","","","","C:\Users\aba80\Zotero\storage\KB66QTJ2\rashbehari-subhas-repeatedly-outsmarted-british.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PEUMSRLV","blogPost","2016","Shanmukh, Saswati Sarkar; Dikgaj","How free India has wronged the legacy of Rashbehari Bose","IndiaFacts","","","","http://indiafacts.org/free-india-wronged-legacy-rashbehari-bose/","The saga of Rashbehari Bose is that of an endless sequence of revolutionary attempts driven by a burning zeal for freedom.","2016-09-19","2019-11-17 01:35:43","2019-11-17 01:35:43","2019-11-17 01:35:43","","","","","","","","","","","","","","en-US","","","","","","","","","C:\Users\aba80\Zotero\storage\4M6IU6PQ\free-india-wronged-legacy-rashbehari-bose.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NSFWU9PJ","journalArticle","","Kumar, Mamta Sachan","The Silent Worker: Rash Behari Bose and His Quiet Revolution Abroad","","","","","https://www.academia.edu/3840961/The_Silent_Worker_Rash_Behari_Bose_and_His_Quiet_Revolution_Abroad","The Silent Worker: Rash Behari Bose and His Quiet Revolution Abroad","","2019-11-16 22:51:54","2019-11-16 22:51:54","2019-11-16 22:51:54","","","","","","","The Silent Worker","","","","","","","en","","","","","www.academia.edu","","","","C:\Users\aba80\Zotero\storage\XK5JYI47\The_Silent_Worker_Rash_Behari_Bose_and_His_Quiet_Revolution_Abroad.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IK9CG84C","blogPost","","","The Rash Behari Bose Story","Heaven's Wind","","","","http://www.heavenswind.com/heavens-wind/nakamura-tempu/rash-behari-bose-story/","Rash Behari Bose was an early leader of the Indian independence movement. He is also remembered for having introduced Indian curry to Japan.","","2019-11-16 22:40:52","2019-11-16 22:40:52","2019-11-16 22:40:52","","","","","","","","","","","","","","en-US","","","","","","","","","C:\Users\aba80\Zotero\storage\ULTDUCLR\rash-behari-bose-story.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L5ACAHLN","journalArticle","2016","Pearce, Neil; Lawlor, Debbie A","Causal inference—so much more than statistics","International Journal of Epidemiology","","0300-5771, 1464-3685","10.1093/ije/dyw328","https://academic.oup.com/ije/article/45/6/1895/2999350","","2016-12-01","2019-11-16 08:40:09","2019-11-16 08:40:09","2019-11-16 08:40:09","1895-1903","","6","45","","","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\aba80\Zotero\storage\3YLDDR7X\Pearce and Lawlor - 2016 - Causal inference—so much more than statistics.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7LSW9GQ4","journalArticle","2005","Rothman, Kenneth J.; Greenland, Sander","Causation and Causal Inference in Epidemiology","American Journal of Public Health","","0090-0036, 1541-0048","10.2105/AJPH.2004.059204","http://ajph.aphapublications.org/doi/10.2105/AJPH.2004.059204","","2005-07","2019-11-16 08:38:20","2019-11-16 08:38:20","2019-11-16 08:38:20","S144-S150","","S1","95","","Am J Public Health","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\aba80\Zotero\storage\KUB9CTP3\Rothman and Greenland - 2005 - Causation and Causal Inference in Epidemiology.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XBZLP52M","webpage","","","Forget Plato, Aristotle and the Stoics: try being Epicurean – Catherine Wilson | Aeon Essays","Aeon","","","","https://aeon.co/essays/forget-plato-aristotle-and-the-stoics-try-being-epicurean","A philosophy that values innocent pleasure, human warmth and the rewards of creative endeavour. What’s not to like?","","2019-11-16 03:05:04","2019-11-16 03:05:04","2019-11-16 03:05:04","","","","","","","Forget Plato, Aristotle and the Stoics","","","","","","","en","","","","","","","","","C:\Users\aba80\Zotero\storage\XD8SSPVG\forget-plato-aristotle-and-the-stoics-try-being-epicurean.html","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B6MIUF2J","journalArticle","2001","Robins, James M.","Data, Design, and Background Knowledge in Etiologic Inference","Epidemiology","","1044-3983","","https://journals.lww.com/epidem/Fulltext/2001/05000/Data,_Design,_and_Background_Knowledge_in.11.aspx","I use two examples to demonstrate that an appropriate etiologic analysis of an epidemiologic study depends as much on study design and background subject-matter knowledge as on the data. The demonstration is facilitated by the use of causal graphs.","2001-05","2019-11-15 08:54:44","2019-11-15 08:54:44","2019-11-15 08:54:44","313","","3","12","","","","","","","","","","en-US","","","","","journals.lww.com","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AFNEWRAQ","webpage","","","Falsehood and Reconciliation Are the Emergent Ethos of Our Times","The Wire","","","","https://thewire.in/politics/ayodhya-verdict-falsehood-reconciliation","The Supreme Court judgement on Ayodhya is the official marker of a new truth regime.","","2019-11-14 22:20:13","2019-11-14 22:20:28","2019-11-14 22:20:13","","","","","","","","","","","","","","","","","","","","","","","C:\Users\aba80\Zotero\storage\IUT3MBKJ\ayodhya-verdict-falsehood-reconciliation.html","","india","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8VCSIICQ","journalArticle","2014","Light, Ryan","From Words to Networks and Back: Digital Text, Computational Social Science, and the Case of Presidential Inaugural Addresses","Social Currents","","2329-4965","10.1177/2329496514524543","https://doi.org/10.1177/2329496514524543","Digital text has revolutionized how we consume and produce information, and also provides seemingly limitless sources of data from Twitter feeds to online historical archives. Such new data challenge traditional boundaries between quantitative and qualitative research, and exciting horizons have emerged. New analytic approaches are warranted, however, given the typically unstructured, respondent-generated format of such data. In this article, I examine how sociologists have handled text data prior to digitization. Building on recent advancements in computational linguistics and computational social science, I then offer a network-based model and approach for analyzing similarities and locating emergent, general themes in digitized text. I provide a case in point by analyzing the United States’ presidential inaugural addresses. This analysis illustrates how sociologists can take advantage of both the breadth of new digital sources of data and the richness that such qualitative material provides. Indeed, the digitization of texts represents a possible and stimulating sea change in how we tell socio-cultural and historical stories. The greatest potential in these regards rests at the nexus of new computational methods and in-depth, qualitative strategies.","2014-06-01","2019-11-14 08:06:26","2019-11-14 08:06:26","2019-11-14 08:06:26","111-129","","2","1","","Social Currents","From Words to Networks and Back","","","","","","","en","","","","","SAGE Journals","","","","C:\Users\aba80\Zotero\storage\6DSHFDXF\light_2014_from_words_to_networks_and_back.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QSYAS9NX","webpage","","","PM’s address to the Nation from the ramparts of the Red Fort on the 73rd Independence Day","","","","","https://www.pmindia.gov.in/en/news_updates/pms-address-to-the-nation-from-the-ramparts-of-the-red-fort-on-the-73rd-independence-day/","","","2019-11-14 07:53:03","2019-11-14 07:53:03","2019-11-14 07:53:03","","","","","","","","","","","","","","en","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5MFSMILE","journalArticle","2018","Kirchhoff, Michael; Parr, Thomas; Palacios, Ensor; Friston, Karl; Kiverstein, Julian","The Markov blankets of life: autonomy, active inference and the free energy principle","Journal of the Royal Society Interface","","1742-5689","10.1098/rsif.2017.0792","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5805980/","This work addresses the autonomous organization of biological systems. It does so by considering the boundaries of biological systems, from individual cells to Home sapiens, in terms of the presence of Markov blankets under the active inference scheme—a corollary of the free energy principle. A Markov blanket defines the boundaries of a system in a statistical sense. Here we consider how a collective of Markov blankets can self-assemble into a global system that itself has a Markov blanket; thereby providing an illustration of how autonomous systems can be understood as having layers of nested and self-sustaining boundaries. This allows us to show that: (i) any living system is a Markov blanketed system and (ii) the boundaries of such systems need not be co-extensive with the biophysical boundaries of a living organism. In other words, autonomous systems are hierarchically composed of Markov blankets of Markov blankets—all the way down to individual cells, all the way up to you and me, and all the way out to include elements of the local environment.","2018-01","2019-11-08 09:18:30","2019-11-08 09:18:30","2019-11-08 09:18:29","","","138","15","","J R Soc Interface","The Markov blankets of life","","","","","","","","","","","","PubMed Central","","PMID: 29343629 PMCID: PMC5805980","","C:\Users\aba80\Zotero\storage\CKJUD4N2\Kirchhoff et al. - 2018 - The Markov blankets of life autonomy, active infe.pdf; ","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5805980/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZZDLFP58","journalArticle","2010","Han, Bing; Park, Meeyoung; Chen, Xue-wen","A Markov blanket-based method for detecting causal SNPs in GWAS","BMC Bioinformatics","","1471-2105","10.1186/1471-2105-11-S3-S5","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2863064/","Background Detecting epistatic interactions associated with complex and common diseases can help to improve prevention, diagnosis and treatment of these diseases. With the development of genome-wide association studies (GWAS), designing powerful and robust computational method for identifying epistatic interactions associated with common diseases becomes a great challenge to bioinformatics society, because the study of epistatic interactions often deals with the large size of the genotyped data and the huge amount of combinations of all the possible genetic factors. Most existing computational detection methods are based on the classification capacity of SNP sets, which may fail to identify SNP sets that are strongly associated with the diseases and introduce a lot of false positives. In addition, most methods are not suitable for genome-wide scale studies due to their computational complexity. Results We propose a new Markov Blanket-based method, DASSO-MB (Detection of ASSOciations using Markov Blanket) to detect epistatic interactions in case-control GWAS. Markov blanket of a target variable T can completely shield T from all other variables. Thus, we can guarantee that the SNP set detected by DASSO-MB has a strong association with diseases and contains fewest false positives. Furthermore, DASSO-MB uses a heuristic search strategy by calculating the association between variables to avoid the time-consuming training process as in other machine-learning methods. We apply our algorithm to simulated datasets and a real case-control dataset. We compare DASSO-MB to other commonly-used methods and show that our method significantly outperforms other methods and is capable of finding SNPs strongly associated with diseases. Conclusions Our study shows that DASSO-MB can identify a minimal set of causal SNPs associated with diseases, which contains less false positives compared to other existing methods. Given the huge size of genomic dataset produced by GWAS, this is critical in saving the potential costs of biological experiments and being an efficient guideline for pathogenesis research.","2010-04-29","2019-11-08 09:14:16","2019-11-08 09:14:16","2019-11-08 09:14:16","S5","","Suppl 3","11","","BMC Bioinformatics","","","","","","","","","","","","","PubMed Central","","PMID: 20438652 PMCID: PMC2863064","","C:\Users\aba80\Zotero\storage\GRJU4ZBF\Han et al. - 2010 - A Markov blanket-based method for detecting causal.pdf; ","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2863064/","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2D6VJ6K4","journalArticle","2010","Friston, Karl","The free-energy principle: a unified brain theory?","Nature Reviews Neuroscience","","1471-003X, 1471-0048","10.1038/nrn2787","http://www.nature.com/articles/nrn2787","A free-energy principle has been proposed recently that accounts for action, perception and learning. This Review looks at some key brain theories in the biological (for example, neural Darwinism) and physical (for example, information theory and optimal control theory) sciences from the free-energy perspective. Crucially, one key theme runs through each of these theories — optimization. Furthermore, if we look closely at what is optimized, the same quantity keeps emerging, namely value (expected reward, expected utility) or its complement, surprise (prediction error, expected cost). This is the quantity that is optimized under the free-energy principle, which suggests that several global brain theories might be unified within a free-energy framework.","2010-02","2019-11-08 09:05:22","2019-11-08 09:05:40","2019-11-08 09:05:22","127-138","","2","11","","Nat Rev Neurosci","The free-energy principle","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\aba80\Zotero\storage\SMUXSGBE\Friston - 2010 - The free-energy principle a unified brain theory.pdf","","artificial-intelligence; data; free-energy-principle; neuroscience","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N77TKMLC","magazineArticle","","","The Genius Neuroscientist Who Might Hold the Key to True AI","Wired","","1059-1028","","https://www.wired.com/story/karl-friston-free-energy-principle-artificial-intelligence/","Karl Friston’s free energy principle might be the most all-encompassing idea since Charles Darwin’s theory of natural selection. But to understand it, you need to peer inside the mind of Friston himself.","","2019-11-08 08:33:08","2019-11-08 08:33:08","2019-11-08 08:33:08","","","","","","","","","","","","","","en","","","","","www.wired.com","","","","C:\Users\aba80\Zotero\storage\EUGTTIVB\karl-friston-free-energy-principle-artificial-intelligence.html","","","ai; Artificial Intelligence; longreads; magazine-26.12; Neuroscience","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YIQR59GT","journalArticle","2018","McGregor, Margaret J.; Cox, Michelle B.; Slater, Jay M.; Poss, Jeff; McGrail, Kimberlyn M.; Ronald, Lisa A.; Sloan, John; Schulzer, Michael","A before-after study of hospital use in two frail populations receiving different home-based services over the same time in Vancouver, Canada","BMC health services research","","1472-6963","10.1186/s12913-018-3040-y","","BACKGROUND: As individuals age, they are more likely to experience increasing frailty and more frequent use of hospital services. First, we explored whether initiating home-based primary care in a frail homebound cohort, influenced hospital use. Second, we explored whether initiating regular home care support for personal care with usual primary care, in a second somewhat less frail cohort, influenced hospital use. METHODS: This was a before-after retrospective cohort study of two frail populations in Vancouver, Canada using administrative data to assess the influence of two different services started in two different cohorts over the same time period. The participants were 246 recipients of integrated home-based primary care and 492 recipients of home care followed between July 1st, 2008 and June 30th, 2013 before and after starting their respective services. Individuals in each group were linked to their hospital emergency department visit and discharge abstract records. The main outcome measures were mean emergency department visit and hospital admission rates per 1000 patient days for 21 months before versus the period after receipt of services, and the adjusted incidence rate ratios (IRRs) on these outcomes post receipt of service. RESULTS: Before versus after starting integrated home-based primary care, emergency department visit rates per 1000 patient days (95% confidence intervals) were 4.1 (3.8, 4.4) versus 3.7 (3.3, 4.1), and hospital admissions rates were 2.3 (2.1, 2.5) versus 2.2 (1.9, 2.5). Before versus after starting home care, emergency department visit rates per 1000 patient days (95% confidence intervals) were 3.0 (2.8, 3.2) versus 4.0 (3.7, 4.3) visits and hospital admissions rates were 1.3 (1.2, 1.4) versus 1.9 (1.7, 2.1). Home-based primary care IRRs were 0.91 (0.72, 1.15) and 0.99 (0.76, 1.27) and home care IRRs were 1.34 (1.15, 1.56) and 1.46 (1.22, 1.74) for emergency department visits and hospital admissions respectively. CONCLUSIONS: After enrollment in integrated home-based primary care, emergency department visit and hospital admission rates stabilized. After starting home care with usual primary care, emergency department visit and hospital admission rates continued to rise.","2018","2019-11-08 03:08:55","2019-11-08 03:08:55","","248","","1","18","","BMC Health Serv Res","","","","","","","","eng","","","","","PubMed","","PMID: 29622006 PMCID: PMC5887263","","C:\Users\aba80\Zotero\storage\6F34RR8S\mcgregor_et_al_2018_a_before-after_study_of_hospital_use_in_two_frail_populations_receiving.pdf; ","http://www.ncbi.nlm.nih.gov/pubmed/29622006","","Female; Humans; Male; Aged; British Columbia; Aged, 80 and over; Community medicine; Controlled Before-After Studies; Emergency Service, Hospital; Facilities and Services Utilization; Family practice/general practice/primary care; Frail Elderly; Geriatric medicine/care of the elderly; Home Care Services; Homecare; Hospitalization; Hospitals; House Calls; Outcome Assessment (Health Care); Patient Discharge; Primary Health Care; Retrospective Studies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VEFQZMN7","journalArticle","2004","Hernán, M. A.","A definition of causal effect for epidemiological research","Journal of Epidemiology and Community Health","","0143-005X","10.1136/jech.2002.006361","","Estimating the causal effect of some exposure on some outcome is the goal of many epidemiological studies. This article reviews a formal definition of causal effect for such studies. For simplicity, the main description is restricted to dichotomous variables and assumes that no random error attributable to sampling variability exists. The appendix provides a discussion of sampling variability and a generalisation of this causal theory. The difference between association and causation is described-the redundant expression ""causal effect"" is used throughout the article to avoid confusion with a common use of ""effect"" meaning simply statistical association-and shows why, in theory, randomisation allows the estimation of causal effects without further assumptions. The article concludes with a discussion on the limitations of randomised studies. These limitations are the reason why methods for causal inference from observational data are needed.","2004-04","2019-11-08 02:49:53","2019-11-08 02:49:53","","265-271","","4","58","","J Epidemiol Community Health","","","","","","","","eng","","","","","PubMed","","PMID: 15026432 PMCID: PMC1732737","","C:\Users\aba80\Zotero\storage\PBPF4IVC\hernan_2004_a_definition_of_causal_effect_for_epidemiological_research.pdf; ","http://www.ncbi.nlm.nih.gov/pubmed/15026432","","Humans; Randomized Controlled Trials as Topic; Causality; Epidemiologic Studies; Research Design","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PENK39VQ","journalArticle","2006","Hernán, Miguel A.; Robins, James M.","Estimating causal effects from epidemiological data","Journal of Epidemiology and Community Health","","0143-005X","10.1136/jech.2004.029496","","In ideal randomised experiments, association is causation: association measures can be interpreted as effect measures because randomisation ensures that the exposed and the unexposed are exchangeable. On the other hand, in observational studies, association is not generally causation: association measures cannot be interpreted as effect measures because the exposed and the unexposed are not generally exchangeable. However, observational research is often the only alternative for causal inference. This article reviews a condition that permits the estimation of causal effects from observational data, and two methods -- standardisation and inverse probability weighting -- to estimate population causal effects under that condition. For simplicity, the main description is restricted to dichotomous variables and assumes that no random error attributable to sampling variability exists. The appendix provides a generalisation of inverse probability weighting.","2006-07","2019-11-08 02:49:53","2020-04-18 07:27:32","","578-586","","7","60","","J Epidemiol Community Health","","","","","","","","eng","","","","","PubMed","","tex.ids: hernan_estimating_2006-1, hernan_estimating_2006-2, hernan_estimating_2006-3 PMCID: PMC2652882 PMID: 16790829","","; ; ; ; C:\Users\aba80\Zotero\storage\XSKU669E\578.html","https://kp-pdf.s3.amazonaws.com/64087767-a64a-476b-b97d-f0267a037391.pdf?AWSAccessKeyId=AKIAUROH2NUQSIQZIEG4&Signature=pn1D6V2gTnoLf7rVd1qksp5dLMI%3D&Expires=1573252259; https://kp-pdf.s3.amazonaws.com/64087767-a64a-476b-b97d-f0267a037391.pdf?AWSAccessKeyId=AKIAUROH2NUQSIQZIEG4&Signature=pn1D6V2gTnoLf7rVd1qksp5dLMI%3D&Expires=1573252259; http://www.ncbi.nlm.nih.gov/pubmed/16790829; http://www.ncbi.nlm.nih.gov/pubmed/16790829","","causal inference; confounding; Humans; inverse probability weighting; randomisation; standardisation; Causality; Epidemiologic Studies; Research Design; Confounding Factors (Epidemiology); Data Interpretation, Statistical; Effect Modifier, Epidemiologic; Epidemiologic Research Design; Probability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2G7LUG5Z","journalArticle","2011","Adami, Hans-Olov; Berry, Sir Colin L.; Breckenridge, Charles B.; Smith, Lewis L.; Swenberg, James A.; Trichopoulos, Dimitrios; Weiss, Noel S.; Pastoor, Timothy P.","Toxicology and epidemiology: improving the science with a framework for combining toxicological and epidemiological evidence to establish causal inference","Toxicological Sciences: An Official Journal of the Society of Toxicology","","1096-0929","10.1093/toxsci/kfr113","","Historically, toxicology has played a significant role in verifying conclusions drawn on the basis of epidemiological findings. Agents that were suggested to have a role in human diseases have been tested in animals to firmly establish a causative link. Bacterial pathogens are perhaps the oldest examples, and tobacco smoke and lung cancer and asbestos and mesothelioma provide two more recent examples. With the advent of toxicity testing guidelines and protocols, toxicology took on a role that was intended to anticipate or predict potential adverse effects in humans, and epidemiology, in many cases, served a role in verifying or negating these toxicological predictions. The coupled role of epidemiology and toxicology in discerning human health effects by environmental agents is obvious, but there is currently no systematic and transparent way to bring the data and analysis of the two disciplines together in a way that provides a unified view on an adverse causal relationship between an agent and a disease. In working to advance the interaction between the fields of toxicology and epidemiology, we propose here a five-step ""Epid-Tox"" process that would focus on: (1) collection of all relevant studies, (2) assessment of their quality, (3) evaluation of the weight of evidence, (4) assignment of a scalable conclusion, and (5) placement on a causal relationship grid. The causal relationship grid provides a clear view of how epidemiological and toxicological data intersect, permits straightforward conclusions with regard to a causal relationship between agent and effect, and can show how additional data can influence conclusions of causality.","2011-08","2019-11-08 02:49:53","2019-11-08 02:49:53","","223-234","","2","122","","Toxicol. Sci.","Toxicology and epidemiology","","","","","","","eng","","","","","PubMed","","PMID: 21561883 PMCID: PMC3155086","","C:\Users\aba80\Zotero\storage\CYJLIFZJ\adami_et_al_2011_toxicology_and_epidemiology.pdf; ","http://www.ncbi.nlm.nih.gov/pubmed/21561883","","Epidemiology; Animals; Humans; Toxicology; Guidelines as Topic; Causality; Toxicity Tests","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U4TS57ZK","journalArticle","2014","Wensink, Maarten; Westendorp, Rudi G. J.; Baudisch, Annette","The causal pie model: an epidemiological method applied to evolutionary biology and ecology","Ecology and Evolution","","2045-7758","10.1002/ece3.1074","","A general concept for thinking about causality facilitates swift comprehension of results, and the vocabulary that belongs to the concept is instrumental in cross-disciplinary communication. The causal pie model has fulfilled this role in epidemiology and could be of similar value in evolutionary biology and ecology. In the causal pie model, outcomes result from sufficient causes. Each sufficient cause is made up of a ""causal pie"" of ""component causes"". Several different causal pies may exist for the same outcome. If and only if all component causes of a sufficient cause are present, that is, a causal pie is complete, does the outcome occur. The effect of a component cause hence depends on the presence of the other component causes that constitute some causal pie. Because all component causes are equally and fully causative for the outcome, the sum of causes for some outcome exceeds 100%. The causal pie model provides a way of thinking that maps into a number of recurrent themes in evolutionary biology and ecology: It charts when component causes have an effect and are subject to natural selection, and how component causes affect selection on other component causes; which partitions of outcomes with respect to causes are feasible and useful; and how to view the composition of a(n apparently homogeneous) population. The diversity of specific results that is directly understood from the causal pie model is a test for both the validity and the applicability of the model. The causal pie model provides a common language in which results across disciplines can be communicated and serves as a template along which future causal analyses can be made.","2014-05","2019-11-08 02:49:53","2019-11-08 02:49:53","","1924-1930","","10","4","","Ecol Evol","The causal pie model","","","","","","","eng","","","","","PubMed","","PMID: 24963386 PMCID: PMC4063485","","; C:\Users\aba80\Zotero\storage\DDEXGSAI\wensink_et_al_2014_the_causal_pie_model.pdf","http://www.ncbi.nlm.nih.gov/pubmed/24963386","","Agents of selection; aging; causation; causes of mortality; correlated traits; natural selection; semi-neutral mutations; trade-offs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
